Âðåìÿ;S', Âò/Ì2;S, Âò/Ì2;S30, Âò/Ì2;"	";;S,ãÂò/ì2
0:01:00;0;0;0;"	";;0,138
0:46:00;0;0;0;"	";;0,124
1:31:00;0;0;0;"	";;0,235
2:16:00;0;0;0;"	";;0,207
3:01:00;0;0;0;"	";;0,538
3:46:00;8;8;8;"	";;0,607
4:31:00;64;64;64;"	";;0,704
5:16:00;153;153;153;"	";;0,566
6:01:00;506;506;506;"	";;0,428
6:46:00;466;466;466;"	";;0,152
7:31:00;538;538;538;"	";;0,083
8:16:00;605;605;605;"	";;0,097
9:01:00;245;245;245;"	";;0,014
9:46:00;438;438;438;"	";;0,055
10:31:00;484;484;484;"	";;0,069
11:16:00;386;386;386;"	";;0,055
12:01:00;507;507;507;"	";;0
12:46:00;578;578;578;"	";;0,014
13:31:00;621;621;621;"	";;0
14:16:00;337;337;337;"	";;0
15:01:00;239;239;239;"	";;0,069
15:46:00;468;468;468;"	";;0,207
16:31:00;124;124;124;"	";;0,069
17:16:00;178;178;178;"	";;0,317
18:01:00;76;76;76;"	";;0,442
18:46:00;26;26;26;"	";;0,386
19:31:00;1;1;1;"	";;0,4
20:16:00;1;1;1;"	";;0,662
21:01:00;0;0;0;"	";;0,787
21:46:00;0;0;0;"	";;0,704
22:31:00;0;0;0;"	";;0,842
23:16:00;0;0;0;"	";;0,897
;;;;;;0,524
;;;;;;0,414
;;;;;;0,248
;;;;;;0,028
;;;;;;0
;;;;;;0
;;;;;;0
;;;;;;0,041
;;;;;;0,179
;;;;;;0,097
;;;;;;0,262
;;;;;;0,276
;;;;;;0,166
;;;;;;0,262
;;;;;;0,193
;;;;;;0,331
;;;;;;0,455
;;;;;;0,842
;;;;;;0,759
;;;;;;0,8
;;;;;;0,593
;;;;;;0,552
;;;;;;0,773
;;;;;;0,773
;;;;;;0,828
;;;;;;0,745
;;;;;;0,704
;;;;;;0,718
;;;;;;0,787
;;;;;;0,538
;;;;;;0,58
;;;;;;0,442
;;;;;;0,262
;;;;;;0,414
;;;;;;0,29
;;;;;;0,152
;;;;;;0,193
;;;;;;0,345
;;;;;;0,207
;;;;;;0,235
;;;;;;0,345
;;;;;;0,11
;;;;;;0,207
;;;;;;0,248
;;;;;;0,455
;;;;;;0,373
;;;;;;0,483
;;;;;;0,469
;;;;;;0,497
;;;;;;0,58
;;;;;;0,442
;;;;;;0,662
;;;;;;0,566
;;;;;;0,593
;;;;;;0,676
;;;;;;0,607
;;;;;;0,455
;;;;;;0,4
;;;;;;0,538
;;;;;;0,842
;;;;;;0,911
;;;;;;0,98
;;;;;;0,731
;;;;;;0,552
;;;;;;0,649
;;;;;;0,704
;;;;;;0,842
;;;;;;0,455
;;;;;;0,276
;;;;;;0,304
;;;;;;0,069
;;;;;;0,207
;;;;;;0,138
;;;;;;0,11
;;;;;;0,221
;;;;;;0,386
;;;;;;0,359
;;;;;;0,386
;;;;;;0,29
;;;;;;0,304
;;;;;;0,442
;;;;;;0,497
;;;;;;0,538
;;;;;;0,58
;;;;;;0,511
;;;;;;0,552
;;;;;;0,787
;;;;;;1,021
;;;;;;0,938
;;;;;;1,007
;;;;;;0,814
;;;;;;0,787
;;;;;;0,58
;;;;;;0,662
